BodyLength,Wingspan,Weight,PlumageColorHead,PlumageColorBack,PlumageColorBelly,PlumageColorWings,PlumageColorTail,BeakLength,BeakWidth,BeakShape,BeakColor,LegLength,LegColor,FootType,EyeColor,DietType,FeedingBehavior,PreferredHabitat,GeographicalRange,MigratoryBehavior,BreedingSeason,NestType,ClutchSize,EggColor,IncubationPeriod,FledglingPeriod,SocialBehavior,FlightPattern,VocalizationType,SoundFrequency,TypicalActivityPeriod,Predators,Lifespan,SexualDimorphism,MoltFrequency,TarsusLength,WingShape,TailShape,ConservationStatus,TerritorialBehavior,MigrationDistance,ForagingHeight,WaterDependency,TemperaturePreference,ColorVision,NocturnalVision,HearingAcuity,OlfactoryAcuity,TouchSensitivity,PollinationRole,SeedDispersalRole,InterspecificInteraction,IntraspecificInteraction,LearningAbility,ToolUse,ParentalCareLevel,BathingBehavior,GroomingBehavior,FlightSpeed,SpeciesClass
3.707,6.652,7.375,5.306,1.315,9.555,7.578,1.034,9.652,2.843,7.883,8.015,8.144,5.704,1.652,7.741,9.995,3.757,2.134,7.521,1.1,8.028,9.325,2.563,3.661,5.501,1.879,8.539,8.146,3.51,5.482,3.864,5.364,9.903,9.288,7.702,1.509,7.944,2.636,6.123,3.951,2.342,9.037,0.705,6.372,Yes,Yes,8.056,9.834,3.503,7.343,7.109,6.38,5.495,8.261,1.29,2.767,4.771,4.145,8.858,2
9.456,0.482,4.935,7.881,7.666,2.828,1.423,7.948,6.487,9.23,4.293,3.934,7.207,2.675,9.379,8.141,9.829,1.198,7.206,0.17,6.835,9.786,6.606,5.234,0.565,2.615,1.052,2.794,1.863,3.573,9.338,5.224,2.333,4.564,2.847,1.586,9.111,7.931,0.106,4.425,8.638,9.173,1.339,1.179,7.316,Yes,Yes,4.607,7.622,0.43,1.842,4.574,1.143,6.24,9.137,9.754,6.328,5.188,2.093,3.26,2
1.705,0.98,8.261,6.584,3.409,1.106,0.391,9.262,0.177,7.404,7.072,6.921,2.308,9.317,9.146,8.896,1.96,6.374,0.359,9.07,2.086,7.657,8.807,3.632,2.16,2.933,1.409,6.624,1.946,2.641,6.5,3.048,2.745,5.506,1.449,6.429,1.836,8.604,1.694,7.114,6.948,6.768,2.901,3.587,4.057,Yes,Yes,8.685,0.379,8.578,0.646,0.108,0.588,4.605,6.83,0.402,8.156,6.723,2.553,5.757,0
0.674,4.89,7.214,2.868,9.919,1.024,7.197,5.298,8.692,9.105,3.94,0.133,1.692,9.318,0.624,7.185,9.505,3.37,4.808,2.287,6.063,3.41,4.452,5.421,9.309,8.461,8.04,5.689,1.03,6.558,9.401,2.839,1.809,6.472,1.176,9.718,8.771,4.82,6.336,7.468,4.897,3.336,9.623,2.965,7.629,No,Yes,3.449,7.067,3.722,2.722,1.763,8.568,5.316,2.742,1.076,3.619,1.433,6.649,7.931,1
2.2,6.669,3.083,1.514,0.733,2.383,6.831,3.693,0.214,4.588,9.575,8.873,2.48,3.965,7.484,2.155,2.757,4.532,2.352,0.106,6.183,7.312,3.451,1.981,2.082,8.443,2.728,2.55,1.084,2.583,0.414,3.917,6.147,5.256,4.592,4.22,1.706,1.569,1.712,0.119,6.457,2.158,0.883,5.245,8.079,No,No,2.77,5.99,4.375,8.419,8.545,5.712,4.46,5.576,7.911,6.009,2.483,1.228,4.254,1
6.509,6.854,4.467,2.556,5.094,2.16,0.907,1.632,0.681,8.715,0.836,3.68,9.101,7.724,5.191,9.678,0.504,0.675,4.702,0.901,9.894,2.243,1.114,5.259,8.066,3.095,3.061,7.304,5.814,1.763,0.959,9.156,7.207,1.063,7.262,4.607,6.044,8.939,9.771,0.201,8.965,6.055,8.123,8.5,5.751,No,Yes,7.138,4.34,3.455,0.477,1.727,4.913,6.896,3.123,5.579,5.659,8.464,0.333,0.989,1
7.709,7.389,0.619,2.403,1.23,4.627,4.882,8.851,8.423,9.553,7.837,5.184,5.375,3.454,1.844,6.112,1.921,1.571,9.214,7.363,6.159,8.037,5.699,0.462,6.125,2.314,2.744,1.853,4.477,9.225,1.869,1.803,1.141,4.709,6.155,7.767,0.202,8.329,3.281,6.348,0.063,0.161,5.944,1.526,0.886,No,No,6.855,4.727,3.625,0.547,1.988,5.996,9.633,4.187,9.017,4.718,0.331,4.147,4.687,3
2.048,2.252,7.225,1.369,4.167,4.231,9.577,4.941,9.087,2.591,6.524,4.156,4.494,4.64,2.386,0.108,5.114,5.203,8.56,9.289,0.106,7.798,1.397,0.718,1.443,2.989,4.814,9.103,8.297,2.868,7.777,3.162,8.842,3.257,7.289,8.072,1.909,0.828,8.872,5.179,4.135,8.296,9.501,8.276,6.21,Yes,Yes,3.37,7.275,0.1,6.983,9.385,4.474,4.434,7.911,8.33,0.34,1.652,8.2,7.312,0
8.277,9.764,9.668,7.284,1.196,5.326,3.299,0.037,2.692,1.664,7.219,9.157,1.031,8.946,0.873,1.846,5.398,0.949,0.34,0.056,6.657,2.476,8.594,6.594,1.12,5.646,1.877,9.059,1.664,7.236,2.557,2.06,9.024,5.5,4.567,7.514,5.379,4.095,9.394,4.15,7.835,9.013,9.16,1.024,5.759,No,Yes,3.329,6.23,3.119,4.723,5.455,4.242,8.887,6.664,6.499,0.008,9.461,0.538,6.064,4
6.608,7.346,4.562,0.019,4.934,7.393,8.199,1.414,9.606,0.215,9.392,7.259,3.218,5.543,0.342,6.024,7.963,9.876,6.763,5.717,7.886,8.351,4.164,7.055,8.61,5.644,0.158,3.613,2.309,0.162,1.923,4.152,9.261,3.155,3.122,5.992,2.241,0.306,0.493,6.688,3.03,4.72,7.461,1.659,4.232,Yes,No,5.152,6.854,2.088,2.971,8.457,5.299,5.63,7.249,8.116,8.297,5.431,1.898,9.932,2
7.147,2.597,5.668,2.587,7.999,3.287,4.362,7.689,4.71,0.221,5.434,7.419,3.597,2.403,0.004,7.665,6.003,7.544,7.363,0.411,4.933,1.74,0.937,9.837,0.119,8.838,6.301,3.876,6.999,9.545,1.976,5.484,4.25,6.067,3.915,4.918,1.137,4.592,5.39,9.931,4.905,8.556,2.324,4.198,0.456,Yes,No,0.628,9.66,0.087,0.468,0.871,5.574,0.669,6.945,3.972,1.205,6.751,5.862,3.557,4
8.285,0.226,4.814,1.298,3.277,1.699,4.5,8.403,8.318,6.134,9.633,5.344,8.969,0.476,2.444,5.541,4.683,7.173,0.631,7.792,8.091,2.334,8.13,5.587,9.123,1.97,9.53,9.029,8.108,3.097,8.477,2.737,4.03,5.024,8.12,5.307,2.224,2.186,1.941,4.639,8.769,7.855,0.844,7.28,7.076,Yes,No,2.839,1.616,0.987,8.471,5.504,8.2,8.279,6.826,9.013,3.717,7.547,3.1,2.069,0
0.972,1.269,9.698,0.952,3.361,2.124,9.741,9.052,4.427,7.918,7.633,9.24,8.698,6.965,8.651,6.925,4.331,5.339,5.328,8.273,0.037,6.859,7.372,8.083,6.898,1.559,7.338,5.389,5.948,8.62,8.523,3.545,8.777,6.857,0.111,5.063,7.614,6.503,8.963,1.468,4.045,1.379,0.232,9.029,7.805,Yes,Yes,7.204,0.773,5.336,7.888,2.367,0.826,2.627,6.79,4.133,4.519,6.658,6.241,5.812,1
6.486,5.301,8.624,5.626,6.733,9.77,6.48,4.882,1.976,4.046,2.832,3.138,4.894,1.686,9.198,3.149,1.845,1.461,6.978,0.767,6.073,3.771,7.832,8.12,8.27,7.593,1.973,9.37,5.401,8.253,6.967,7.624,3.752,7.286,9.464,4.835,4.37,1.173,8.994,7.712,6.79,3.451,9.121,8.294,0.436,No,No,1.697,6.529,9.649,1.896,8.499,9.638,7.381,1.714,2.976,2.522,8.466,0.478,3.398,1
6.042,7.575,8.197,4.773,9.171,3.601,5.856,0.626,8.053,6.124,8.99,5.865,2.546,1.972,9.337,5.737,0.153,8.322,8.625,5.986,1.583,4.428,2.856,5.73,7.945,0.024,0.244,8.124,0.005,7.003,5.121,3.748,6.0,1.081,5.553,2.458,4.904,0.524,2.867,6.928,5.857,3.787,9.519,1.769,6.538,No,No,9.884,2.221,3.971,8.735,1.57,9.76,0.789,5.786,0.889,9.717,3.824,8.534,9.858,0
9.464,2.162,6.416,6.995,2.288,2.191,8.433,6.095,9.826,1.006,0.903,6.697,1.638,9.448,5.857,8.968,4.468,8.478,0.064,8.272,3.204,2.987,8.679,9.882,9.969,1.368,6.039,0.954,6.736,0.084,5.675,5.731,0.726,8.893,9.422,3.247,0.758,3.725,4.735,4.741,1.303,1.661,2.812,6.64,5.863,Yes,No,8.695,6.784,6.812,7.683,1.114,1.717,9.185,8.665,5.241,1.61,2.857,5.476,5.297,4
4.466,1.454,0.533,7.425,4.586,1.197,5.318,4.075,9.378,1.979,2.55,4.968,1.575,8.458,8.034,9.591,4.057,0.704,2.807,8.51,4.423,3.763,9.742,1.067,8.245,7.335,1.345,6.156,0.705,4.056,3.829,4.893,8.466,7.521,2.103,0.684,0.559,2.481,9.331,7.6,3.408,5.442,3.46,3.878,4.493,Yes,Yes,5.168,4.522,4.796,7.417,7.273,6.75,0.004,3.71,7.222,9.023,9.124,2.318,2.044,1
6.385,8.359,7.834,5.706,3.113,7.796,3.452,4.228,5.609,1.957,4.639,3.544,8.803,2.45,9.103,9.482,9.191,3.382,0.809,6.28,1.124,6.306,9.403,0.785,9.018,8.197,2.367,4.664,2.976,8.243,7.475,1.671,5.741,4.176,7.857,9.376,6.444,7.999,1.458,1.32,4.235,5.32,0.09,7.596,4.013,Yes,Yes,6.925,0.777,1.294,6.203,5.225,9.721,1.189,4.969,1.481,7.076,6.616,9.151,8.575,0
6.191,9.871,6.555,8.666,3.975,9.621,6.231,9.091,5.703,6.133,5.084,8.473,7.414,0.721,5.25,4.796,6.256,1.271,5.651,0.292,6.6,0.416,6.572,9.35,2.573,9.236,3.159,6.675,4.885,2.766,9.359,9.085,2.444,0.448,6.959,2.333,5.204,7.63,5.235,1.013,5.466,8.147,3.263,5.292,2.227,Yes,Yes,8.796,0.383,0.08,9.801,6.663,2.824,5.32,4.603,9.378,6.552,4.681,8.606,9.785,1
7.631,3.037,6.166,8.524,6.298,5.427,1.627,8.325,1.073,0.84,3.371,0.249,9.849,5.742,4.0,1.323,2.065,7.675,7.353,4.112,1.147,7.834,8.605,3.233,3.017,0.298,6.321,2.892,7.144,1.053,5.748,4.295,5.17,2.282,4.205,9.519,7.531,8.508,6.707,0.291,2.311,1.443,9.255,4.667,5.548,Yes,Yes,5.044,6.496,1.641,4.795,5.452,7.259,6.402,1.73,4.768,2.642,6.957,3.122,2.386,0
1.324,5.213,5.828,6.864,4.158,7.903,8.503,4.336,5.366,5.986,6.183,0.004,1.476,8.46,8.329,0.714,1.223,8.246,2.307,3.75,1.78,4.643,0.205,2.443,0.663,6.878,3.219,7.6,3.172,5.35,8.31,0.759,4.77,8.295,9.032,6.639,7.901,9.055,7.926,7.114,2.312,8.549,0.083,5.797,0.936,Yes,Yes,7.077,6.293,7.306,8.251,8.198,5.125,4.66,0.021,1.595,9.968,3.899,5.817,8.765,3
3.948,5.893,1.289,4.41,9.3,9.459,5.247,2.369,1.001,1.763,8.609,3.392,9.986,4.738,2.391,2.162,1.154,7.503,3.991,5.056,8.587,9.279,1.465,2.607,2.865,1.587,9.536,8.744,0.398,1.653,5.959,0.023,2.695,1.768,2.445,2.263,0.302,0.824,0.425,9.941,4.556,5.927,0.269,3.893,8.036,Yes,No,2.289,1.256,3.472,3.875,0.156,3.874,2.811,4.733,6.946,1.898,5.597,5.118,7.017,5
0.378,5.79,5.125,3.625,1.75,8.28,6.993,4.843,0.921,9.252,6.216,0.951,6.086,2.201,2.346,4.289,5.622,7.627,2.074,5.317,8.8,3.374,4.457,3.547,4.696,0.422,8.406,8.075,6.727,4.6,0.87,6.483,1.139,0.569,9.322,2.744,3.509,1.59,3.079,3.703,4.486,3.245,7.844,2.719,8.355,No,No,2.172,3.709,2.721,9.341,5.723,7.775,1.714,3.059,8.769,3.276,7.847,6.389,2.175,4
9.803,7.66,6.292,5.42,9.42,3.637,9.166,4.556,4.037,9.415,6.804,6.594,4.52,8.09,0.79,1.957,7.553,1.722,3.248,5.056,5.073,5.089,4.235,6.594,3.917,1.133,2.788,3.357,1.246,2.151,7.568,6.418,5.992,0.661,8.172,6.297,1.363,7.259,5.679,1.462,6.911,1.998,5.127,2.36,7.331,No,No,6.331,5.01,7.729,7.187,5.812,7.687,0.083,2.911,9.524,4.609,4.008,9.977,1.431,0
5.851,0.822,9.453,2.936,7.951,2.014,0.771,1.21,4.33,8.464,5.29,2.76,2.609,6.685,0.746,4.185,0.133,1.182,1.595,0.1,7.894,2.495,8.445,3.038,1.432,4.821,3.206,1.689,2.801,9.68,8.398,5.699,0.757,8.425,9.53,9.576,7.512,6.546,5.208,8.942,2.433,8.231,8.25,5.49,2.635,No,No,5.02,5.44,3.175,3.959,0.781,1.237,4.474,0.013,6.57,3.735,8.158,8.101,4.02,5
9.124,9.883,4.19,4.268,1.671,2.242,6.843,9.844,4.625,3.449,8.123,1.642,3.377,8.596,4.669,3.152,8.895,2.806,7.774,8.063,6.756,6.294,3.628,7.75,7.795,0.195,0.043,9.051,8.603,8.162,3.524,2.893,1.172,7.163,6.928,3.244,1.65,0.501,6.269,9.365,4.081,0.493,4.586,4.887,7.671,Yes,No,4.823,4.8,4.368,4.802,9.406,5.053,4.438,4.702,8.343,4.17,2.221,6.767,2.892,5
4.093,2.712,2.007,4.476,2.471,5.307,2.862,0.951,0.072,3.052,0.37,7.955,4.165,6.804,4.095,5.949,0.793,3.68,3.975,7.358,2.634,6.533,3.782,4.056,5.195,6.422,4.651,2.276,6.177,4.593,3.743,1.408,6.583,1.755,5.338,3.603,3.544,0.194,5.93,5.115,0.372,9.097,1.109,4.721,6.078,No,Yes,8.835,1.397,5.021,4.189,5.023,0.556,8.822,3.759,1.779,4.616,4.221,5.414,0.911,5
6.135,5.707,4.935,2.849,8.902,9.747,1.142,7.753,2.701,4.308,1.545,1.927,5.384,1.573,4.532,2.642,1.321,5.955,1.818,9.49,1.309,5.774,3.851,8.076,9.015,0.897,1.064,2.162,3.65,8.357,0.318,2.794,2.055,7.059,2.944,2.881,4.862,1.343,1.377,0.686,5.642,5.498,0.753,1.078,1.834,No,Yes,2.056,1.784,6.414,3.258,4.729,8.568,7.278,4.258,7.418,9.142,8.491,0.865,9.909,4
1.758,8.489,1.034,5.51,5.988,5.132,0.012,9.338,1.195,1.287,3.301,2.421,3.798,0.766,1.75,2.195,9.32,3.538,5.819,9.16,8.398,4.911,9.831,2.861,0.269,0.973,2.389,7.078,9.209,6.628,7.364,4.296,1.362,6.716,1.271,9.698,5.769,4.972,1.487,8.396,0.705,7.995,2.236,3.942,7.119,No,No,8.814,1.734,3.505,9.536,8.477,3.327,0.008,3.608,7.186,4.15,2.282,6.786,8.664,4
1.745,9.067,6.716,9.987,3.547,3.026,0.543,4.716,6.686,7.305,5.596,5.942,6.645,9.44,0.409,5.249,9.931,4.35,8.663,8.918,5.632,1.562,8.941,1.417,4.2,4.809,1.549,6.699,2.643,7.603,4.472,8.283,2.153,3.97,1.586,0.246,8.763,9.701,6.612,2.241,0.614,2.985,3.368,9.032,3.536,No,Yes,7.042,9.305,3.043,7.343,1.151,1.603,2.361,0.928,2.974,3.619,2.174,7.195,2.444,3
2.67,0.892,3.842,4.74,7.399,8.953,6.94,7.921,0.031,8.859,4.137,0.706,9.997,9.744,2.742,2.247,9.311,1.958,2.303,6.394,1.37,9.394,5.687,4.825,6.766,8.204,8.347,5.981,5.58,9.219,3.178,1.076,8.95,0.372,1.028,8.227,9.925,9.473,0.052,8.96,0.938,2.592,0.393,7.832,2.771,No,Yes,4.044,5.43,3.82,5.912,1.897,7.83,3.365,7.798,5.627,7.503,8.512,2.809,4.859,2
5.271,1.209,8.882,1.389,6.238,3.25,6.393,0.815,1.269,0.607,9.687,3.591,2.869,2.985,6.542,9.173,9.497,6.85,2.926,0.03,9.778,5.361,2.433,7.184,7.069,5.271,7.459,9.01,9.04,7.671,9.295,5.733,8.925,9.633,6.542,5.062,9.992,6.999,5.234,4.819,5.205,8.532,0.207,0.17,5.736,Yes,No,4.691,9.124,1.469,4.498,2.858,0.904,0.194,2.83,7.811,2.052,5.704,8.434,3.785,2
5.879,1.882,0.518,2.134,4.899,1.93,8.7,2.231,0.532,8.12,3.904,0.991,9.088,9.114,6.917,5.583,4.948,5.848,7.546,0.418,5.427,5.057,4.269,5.56,8.975,5.443,6.275,2.581,2.42,4.352,1.152,2.997,9.957,0.779,2.327,4.763,6.545,3.694,7.944,2.3,1.628,5.796,8.023,2.711,4.694,Yes,No,3.782,8.475,0.889,5.439,3.267,1.427,6.787,1.616,8.673,5.017,8.313,5.043,8.392,4
5.817,1.754,4.088,5.296,6.745,0.524,9.537,1.004,5.172,9.961,5.15,8.839,0.404,3.763,3.14,9.112,0.028,9.469,2.347,9.002,0.53,2.314,7.234,5.026,6.716,6.589,5.127,0.545,9.866,1.058,3.471,8.803,0.407,9.674,6.65,5.464,8.71,1.299,6.024,0.749,2.895,0.163,2.918,0.956,4.104,No,Yes,9.867,1.614,8.011,5.46,5.815,9.106,2.199,1.471,1.914,2.213,7.349,1.102,9.708,1
6.806,1.929,6.141,9.061,2.347,4.967,3.609,8.515,3.677,9.049,5.736,4.822,0.98,5.131,0.998,1.085,7.284,1.405,3.811,9.663,8.2,6.319,6.731,0.933,6.847,0.761,1.476,8.09,5.583,8.787,7.9,2.416,4.144,9.731,7.839,3.008,2.833,8.74,9.625,8.104,4.829,0.208,1.874,8.121,3.837,No,Yes,2.756,3.386,7.313,9.239,2.741,3.473,2.745,0.29,4.77,9.162,9.586,3.1,3.342,3
7.708,7.432,0.892,7.904,3.001,1.296,9.694,4.607,1.657,1.759,8.434,2.411,2.111,4.338,7.018,4.595,3.034,4.911,8.423,9.95,7.677,8.02,1.189,0.836,5.435,9.192,7.149,1.804,9.879,6.988,2.928,9.108,3.452,2.24,1.665,4.629,6.124,5.03,5.879,9.56,7.306,9.77,0.079,1.669,5.385,No,Yes,3.224,8.075,8.264,8.698,3.436,2.008,6.091,0.36,7.685,3.324,4.195,3.904,0.988,2
7.839,8.066,8.379,9.144,0.099,1.737,9.769,9.114,1.342,5.335,2.461,4.403,1.291,4.24,3.414,8.478,9.954,8.427,6.223,3.653,6.617,4.092,6.984,7.705,0.467,9.036,8.933,3.01,8.891,1.462,8.535,5.935,8.42,7.532,7.512,9.364,7.081,6.08,7.847,5.616,6.82,0.052,8.038,3.731,5.402,No,No,5.393,3.326,9.711,2.003,8.501,1.317,4.33,1.376,1.471,8.015,6.27,0.355,7.459,0
5.298,7.624,2.382,8.174,4.048,6.599,5.792,9.012,8.665,7.451,7.658,6.177,6.413,4.123,9.534,5.928,0.998,2.545,0.284,3.245,4.47,5.847,3.795,8.043,5.372,9.975,1.517,5.895,8.717,9.019,5.316,5.58,8.734,6.155,3.427,3.392,6.821,2.591,1.734,2.333,8.899,1.405,6.004,4.126,1.343,Yes,No,2.84,9.517,5.159,7.909,0.661,1.665,8.554,9.69,2.835,1.01,7.595,1.35,3.369,4
3.108,3.815,7.496,8.843,6.213,4.261,1.183,1.8,8.055,2.053,2.718,1.563,8.22,8.145,7.898,9.882,7.576,4.415,2.07,7.53,9.223,6.636,9.087,5.018,1.757,5.838,2.955,2.457,5.226,5.733,3.743,3.118,5.119,6.699,0.144,5.615,5.005,8.969,1.526,7.806,4.617,1.924,6.207,3.999,1.87,No,Yes,5.96,4.931,6.433,0.154,1.889,8.308,5.153,6.699,8.353,4.755,4.462,7.235,2.985,0
0.699,5.844,3.109,7.596,0.925,0.605,9.203,5.87,7.39,3.641,6.682,0.225,2.011,1.699,1.219,6.06,6.395,7.415,7.435,2.291,6.322,9.712,6.962,2.999,6.959,6.75,8.921,9.848,1.808,9.803,6.034,8.854,7.324,1.87,3.779,3.043,4.305,2.837,1.954,1.023,0.774,5.934,8.784,4.256,5.72,No,Yes,5.187,1.735,3.184,5.115,2.621,4.779,9.613,4.82,6.659,4.259,0.823,1.222,5.452,2
5.704,4.055,3.073,5.616,0.103,2.75,5.677,9.932,7.029,3.541,0.423,3.21,4.298,3.746,1.922,4.752,7.17,0.998,4.34,6.44,9.653,2.856,6.42,6.767,3.225,9.0,2.707,1.726,7.383,4.613,7.408,6.241,5.226,8.531,6.985,0.084,5.316,7.642,9.379,5.732,9.108,1.07,3.67,4.16,8.173,No,No,9.694,4.104,9.138,2.081,9.694,7.05,1.953,0.209,5.647,2.029,3.407,9.529,5.948,2
2.288,0.551,3.084,5.768,9.118,2.694,9.599,4.407,3.24,3.476,1.119,7.564,5.449,5.05,8.025,6.158,3.147,6.166,1.236,9.644,8.484,2.262,9.945,7.188,9.344,2.962,4.316,1.923,0.042,3.732,3.454,6.725,1.009,1.865,4.065,0.359,9.838,2.177,7.773,7.569,1.165,6.464,4.277,2.43,1.607,Yes,Yes,5.35,7.741,2.877,5.828,9.448,4.607,7.04,2.659,2.301,5.342,6.548,3.48,1.138,1
1.878,0.278,4.135,4.023,2.796,4.82,2.38,8.035,3.014,5.734,3.699,7.296,4.712,1.181,4.166,1.857,1.417,7.712,9.276,9.855,0.697,5.52,6.803,7.243,7.449,5.533,4.449,5.407,4.406,0.024,0.148,6.818,7.773,2.843,7.282,2.741,8.228,9.533,8.503,3.077,0.268,9.045,3.535,2.703,8.192,Yes,Yes,4.016,5.061,5.341,4.711,2.015,0.112,1.316,9.848,4.864,4.962,2.759,5.231,7.603,3
7.74,5.168,0.033,4.115,0.417,4.109,8.729,0.227,9.296,8.107,6.235,6.265,1.782,1.75,0.914,5.793,9.037,5.999,8.112,3.906,4.274,6.64,1.716,7.672,6.009,3.54,3.737,4.971,2.247,5.728,1.606,1.506,4.973,9.111,6.291,5.96,4.695,8.385,6.269,4.498,4.397,0.019,1.051,6.657,4.395,No,Yes,7.099,8.631,5.33,2.513,5.447,4.912,1.454,9.726,9.79,5.872,0.943,0.239,7.365,3
8.998,1.527,4.413,3.803,5.97,9.652,2.1,5.426,9.924,7.463,6.152,2.594,4.579,6.669,5.244,7.861,5.449,4.807,4.629,7.242,8.858,8.411,6.222,1.308,7.417,3.911,9.431,4.29,2.54,7.976,4.345,0.815,8.622,1.003,0.778,5.25,9.122,1.907,6.847,6.884,9.804,4.402,1.359,7.014,1.338,No,No,7.964,2.074,9.658,8.32,5.526,3.723,9.691,4.21,1.425,6.714,3.552,9.239,0.72,0
1.503,0.251,1.101,4.173,5.303,2.976,1.708,5.293,7.772,8.17,3.22,0.67,6.325,0.248,6.205,9.832,1.82,1.698,0.49,0.826,3.948,9.553,2.221,6.204,3.767,4.559,6.025,0.376,1.086,8.45,6.267,5.918,8.276,1.895,9.794,2.089,7.723,9.803,4.417,3.914,7.103,8.725,5.779,0.127,9.025,Yes,No,6.263,0.424,6.434,3.879,9.021,8.638,2.566,7.754,8.764,5.632,8.253,2.751,3.607,0
9.917,1.83,4.689,4.267,4.064,4.708,4.623,3.953,3.68,3.981,1.466,8.345,0.603,5.684,9.546,1.655,2.519,0.396,5.196,3.787,9.339,6.962,4.819,8.562,1.648,7.021,3.641,7.45,2.359,0.263,8.792,5.1,7.154,7.722,2.966,3.782,3.837,7.35,2.678,6.398,7.45,1.085,6.44,6.797,5.057,No,No,1.631,8.728,6.412,5.873,5.907,0.256,3.556,0.361,0.168,9.784,4.906,6.993,9.891,2
2.938,4.806,3.445,1.626,0.193,9.394,1.948,6.738,5.187,1.429,5.603,8.626,7.396,1.503,5.037,3.757,9.657,4.913,1.806,5.288,4.542,7.411,9.23,6.645,0.955,2.382,8.719,0.881,9.356,6.26,8.278,6.514,4.074,5.866,4.656,3.087,4.972,8.181,7.785,4.706,9.761,4.672,7.43,4.599,0.155,No,No,4.092,5.625,4.244,6.978,8.581,3.885,1.104,1.669,6.277,1.34,9.775,9.328,2.564,4
1.515,5.784,2.848,9.233,7.64,8.796,2.379,4.919,9.088,4.549,7.805,3.677,7.378,5.705,5.493,4.089,3.862,4.33,0.321,9.823,1.462,5.093,0.295,1.707,5.198,7.293,2.586,3.102,2.263,9.357,8.58,6.22,8.127,2.419,9.363,3.569,5.536,7.282,6.468,3.667,4.889,6.168,8.083,2.072,6.949,No,Yes,2.547,0.097,6.34,0.384,2.85,3.883,4.296,5.355,6.966,4.457,5.498,7.239,6.829,1
0.688,1.002,7.453,3.167,7.672,3.941,2.94,9.319,2.321,9.007,5.543,1.656,3.495,4.513,9.337,0.041,9.704,0.185,7.029,5.011,8.804,4.838,0.497,8.501,7.532,5.294,1.655,3.385,5.813,6.046,2.685,5.111,5.539,3.512,1.415,5.057,3.196,0.143,6.573,6.736,5.969,7.472,7.014,0.584,1.529,Yes,Yes,7.826,9.272,6.634,7.848,1.222,2.824,4.813,4.497,4.868,9.886,2.244,5.823,4.633,1
3.987,8.129,0.507,9.758,6.941,2.636,0.262,5.388,0.631,9.053,5.506,1.937,3.987,0.947,5.386,1.729,2.984,4.217,6.757,4.219,5.623,0.371,3.852,2.142,1.172,8.107,6.963,0.673,5.375,3.126,1.741,6.924,1.428,5.481,9.797,0.727,3.467,7.951,6.425,3.664,1.814,2.36,0.686,6.412,9.285,Yes,Yes,1.797,0.938,0.699,7.747,0.168,6.041,5.354,3.468,9.4,5.405,6.047,2.996,8.356,5
3.45,7.065,4.368,7.94,3.424,3.345,9.356,0.916,9.65,6.685,0.96,5.814,9.682,3.183,3.986,2.082,2.304,9.389,3.982,5.319,9.369,3.66,0.442,5.953,8.689,6.452,3.83,1.267,2.405,7.887,6.243,4.706,2.35,7.721,7.048,6.48,3.081,1.206,1.803,6.291,0.376,3.549,6.713,8.348,1.926,No,No,1.578,3.66,4.295,9.332,0.742,4.263,6.387,1.437,5.303,0.053,4.827,6.555,8.62,3
2.875,2.461,8.041,1.346,4.09,0.543,8.589,0.45,4.34,1.816,2.549,5.86,0.295,6.78,2.324,4.349,5.841,1.312,0.945,4.459,5.832,3.487,1.259,0.912,6.715,3.65,5.212,9.878,2.806,9.019,5.241,4.702,1.802,1.067,0.383,2.577,2.91,3.118,8.239,4.118,2.269,6.5,1.279,9.567,7.519,No,Yes,4.97,8.398,8.568,3.73,1.953,9.603,6.601,6.848,6.26,7.442,1.216,7.661,2.044,4
4.008,7.169,0.904,9.309,3.682,2.204,8.526,7.418,5.844,7.087,8.759,0.523,5.704,0.718,2.681,0.888,1.107,6.603,1.032,1.338,1.978,8.035,0.822,4.476,1.906,5.166,6.873,6.718,3.305,2.893,3.132,9.193,1.081,8.768,0.508,1.822,0.472,4.938,4.216,9.324,0.037,1.83,2.024,9.859,3.195,No,Yes,2.931,4.397,6.244,4.267,6.314,8.88,1.292,5.087,7.363,1.7,5.299,5.126,3.877,4
7.211,5.815,6.936,4.311,1.136,2.187,6.883,9.19,9.801,0.506,5.108,8.073,6.71,8.805,4.944,8.8,2.851,9.434,4.39,1.355,8.291,9.21,0.162,5.684,1.585,5.517,7.374,8.853,1.025,2.902,8.248,2.458,1.832,7.425,2.699,9.491,9.044,6.118,0.43,8.244,9.007,5.886,2.449,1.612,3.2,Yes,No,7.759,6.971,4.016,9.696,3.684,7.291,3.526,3.952,2.432,9.468,8.966,0.468,3.391,0
9.593,5.646,6.277,4.142,0.895,6.223,8.234,9.983,9.133,4.383,6.131,1.863,2.481,5.621,7.075,2.2,2.348,8.62,9.442,4.701,3.765,5.432,9.608,1.099,1.422,8.883,0.262,6.778,3.483,7.982,6.604,4.168,2.52,7.659,5.64,8.812,7.656,2.046,7.972,5.082,6.028,2.109,1.557,9.598,4.058,Yes,Yes,3.168,6.696,7.387,0.201,2.187,0.488,4.517,5.458,3.45,7.527,1.218,4.59,6.097,2
